name,L-S,smiles,comment,ee,T,ddG,ligand,substrate,solvent
R384,L2'-3-S3,c12c(CCCC2)c3c(OP(N4CCCCC4)Oc5ccc6c(CCCC6)c53)cc1.C=C(C1=CC=CC=C1)NC(C)=O.ClCCl,out of bag,98.0,297.15,2.713410895,c12c(CCCC2)c3c(OP(N4CCCCC4)Oc5ccc6c(CCCC6)c53)cc1,C=C(C1=CC=CC=C1)NC(C)=O,ClCCl
R385,L2'-5-S3,c12c(CCCC2)c3c(OP(N4CCOCC4)Oc5ccc6c(CCCC6)c53)cc1.C=C(C1=CC=CC=C1)NC(C)=O.ClCCl,out of bag,97.0,297.15,2.470994528,c12c(CCCC2)c3c(OP(N4CCOCC4)Oc5ccc6c(CCCC6)c53)cc1,C=C(C1=CC=CC=C1)NC(C)=O,ClCCl
R386,L2'-1-S4,CN(C)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1.C=C(C1=CC=C(Cl)C=C1)NC(C)=O.ClCCl,out of bag,86.0,297.15,1.527435905,CN(C)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1,C=C(C1=CC=C(Cl)C=C1)NC(C)=O,ClCCl
R387,L2'-3-S4,c12c(CCCC2)c3c(OP(N4CCCCC4)Oc5ccc6c(CCCC6)c53)cc1.C=C(C1=CC=C(Cl)C=C1)NC(C)=O.ClCCl,out of bag,98.0,297.15,2.713410895,c12c(CCCC2)c3c(OP(N4CCCCC4)Oc5ccc6c(CCCC6)c53)cc1,C=C(C1=CC=C(Cl)C=C1)NC(C)=O,ClCCl
R388,L2'-5-S4,c12c(CCCC2)c3c(OP(N4CCOCC4)Oc5ccc6c(CCCC6)c53)cc1.C=C(C1=CC=C(Cl)C=C1)NC(C)=O.ClCCl,out of bag,97.0,297.15,2.470994528,c12c(CCCC2)c3c(OP(N4CCOCC4)Oc5ccc6c(CCCC6)c53)cc1,C=C(C1=CC=C(Cl)C=C1)NC(C)=O,ClCCl
R389,L2'-1-S59,CN(C)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1.CC(N/C(C(OC)=O)=C\C1=CC=CC=C1)=O.ClCCl,out of bag,95.0,297.15,2.163327271,CN(C)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1,CC(N/C(C(OC)=O)=C\C1=CC=CC=C1)=O,ClCCl
R390,L2'-2-S59,CCN(CC)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1.CC(N/C(C(OC)=O)=C\C1=CC=CC=C1)=O.ClCCl,out of bag,91.0,297.15,1.804001442,CCN(CC)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1,CC(N/C(C(OC)=O)=C\C1=CC=CC=C1)=O,ClCCl
R391,L2'-3-S59,c12c(CCCC2)c3c(OP(N4CCCCC4)Oc5ccc6c(CCCC6)c53)cc1.CC(N/C(C(OC)=O)=C\C1=CC=CC=C1)=O.ClCCl,out of bag,99.0,297.15,3.125688001,c12c(CCCC2)c3c(OP(N4CCCCC4)Oc5ccc6c(CCCC6)c53)cc1,CC(N/C(C(OC)=O)=C\C1=CC=CC=C1)=O,ClCCl
R392,L2'-4-S59,c12c(CCCC2)c3c(OP(N4CCCCCC4)Oc5ccc6c(CCCC6)c53)cc1.CC(N/C(C(OC)=O)=C\C1=CC=CC=C1)=O.ClCCl,out of bag,96.0,297.15,2.298113638,c12c(CCCC2)c3c(OP(N4CCCCCC4)Oc5ccc6c(CCCC6)c53)cc1,CC(N/C(C(OC)=O)=C\C1=CC=CC=C1)=O,ClCCl
R393,L2'-5-S59,c12c(CCCC2)c3c(OP(N4CCOCC4)Oc5ccc6c(CCCC6)c53)cc1.CC(N/C(C(OC)=O)=C\C1=CC=CC=C1)=O.ClCCl,out of bag,99.0,297.15,3.125688001,c12c(CCCC2)c3c(OP(N4CCOCC4)Oc5ccc6c(CCCC6)c53)cc1,CC(N/C(C(OC)=O)=C\C1=CC=CC=C1)=O,ClCCl
R394,L2'-6-S59,c12c(CCCC2)c3c(OP(N4CCN(C5=CC=CC=C5)CC4)Oc6ccc7c(CCCC7)c63)cc1.CC(N/C(C(OC)=O)=C\C1=CC=CC=C1)=O.ClCCl,out of bag,99.0,297.15,3.125688001,c12c(CCCC2)c3c(OP(N4CCN(C5=CC=CC=C5)CC4)Oc6ccc7c(CCCC7)c63)cc1,CC(N/C(C(OC)=O)=C\C1=CC=CC=C1)=O,ClCCl
R395,L2'-7-S59,c12c(CCCC2)c3c(OP(N4CC(C=CC=C5)=C5CC4)Oc6ccc7c(CCCC7)c63)cc1.CC(N/C(C(OC)=O)=C\C1=CC=CC=C1)=O.ClCCl,out of bag,98.0,297.15,2.713410895,c12c(CCCC2)c3c(OP(N4CC(C=CC=C5)=C5CC4)Oc6ccc7c(CCCC7)c63)cc1,CC(N/C(C(OC)=O)=C\C1=CC=CC=C1)=O,ClCCl
R396,L2'-1-S60,CN(C)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1.C=C(C1=CC=C(OC)C=C1)NC(C)=O.ClCCl,out of bag,75.0,297.15,1.149056819,CN(C)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1,C=C(C1=CC=C(OC)C=C1)NC(C)=O,ClCCl
R397,L2'-3-S60,c12c(CCCC2)c3c(OP(N4CCCCC4)Oc5ccc6c(CCCC6)c53)cc1.C=C(C1=CC=C(OC)C=C1)NC(C)=O.ClCCl,out of bag,99.0,297.15,3.125688001,c12c(CCCC2)c3c(OP(N4CCCCC4)Oc5ccc6c(CCCC6)c53)cc1,C=C(C1=CC=C(OC)C=C1)NC(C)=O,ClCCl
R398,L2'-5-S60,c12c(CCCC2)c3c(OP(N4CCOCC4)Oc5ccc6c(CCCC6)c53)cc1.C=C(C1=CC=C(OC)C=C1)NC(C)=O.ClCCl,out of bag,98.0,297.15,2.713410895,c12c(CCCC2)c3c(OP(N4CCOCC4)Oc5ccc6c(CCCC6)c53)cc1,C=C(C1=CC=C(OC)C=C1)NC(C)=O,ClCCl
R399,L2'-1-S61,CN(C)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1.CC(N/C(C1=CC=CC=C1)=C\CC)=O.ClCCl,out of bag,83.0,297.15,1.403185279,CN(C)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1,CC(N/C(C1=CC=CC=C1)=C\CC)=O,ClCCl
R400,L2'-3-S61,c12c(CCCC2)c3c(OP(N4CCCCC4)Oc5ccc6c(CCCC6)c53)cc1.CC(N/C(C1=CC=CC=C1)=C\CC)=O.ClCCl,out of bag,97.0,297.15,2.470994528,c12c(CCCC2)c3c(OP(N4CCCCC4)Oc5ccc6c(CCCC6)c53)cc1,CC(N/C(C1=CC=CC=C1)=C\CC)=O,ClCCl
R401,L2'-5-S61,c12c(CCCC2)c3c(OP(N4CCOCC4)Oc5ccc6c(CCCC6)c53)cc1.CC(N/C(C1=CC=CC=C1)=C\CC)=O.ClCCl,out of bag,99.0,297.15,3.125688001,c12c(CCCC2)c3c(OP(N4CCOCC4)Oc5ccc6c(CCCC6)c53)cc1,CC(N/C(C1=CC=CC=C1)=C\CC)=O,ClCCl
R402,L2'-1-S62,CN(C)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1.CC(N/C(C1=CC=CC=C1)=C/CC)=O.ClCCl,out of bag,5.0,297.15,0.059099122,CN(C)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1,CC(N/C(C1=CC=CC=C1)=C/CC)=O,ClCCl
R403,L2'-3-S62,c12c(CCCC2)c3c(OP(N4CCCCC4)Oc5ccc6c(CCCC6)c53)cc1.CC(N/C(C1=CC=CC=C1)=C/CC)=O.ClCCl,out of bag,5.0,297.15,0.059099122,c12c(CCCC2)c3c(OP(N4CCCCC4)Oc5ccc6c(CCCC6)c53)cc1,CC(N/C(C1=CC=CC=C1)=C/CC)=O,ClCCl
R404,L2'-5-S62,c12c(CCCC2)c3c(OP(N4CCOCC4)Oc5ccc6c(CCCC6)c53)cc1.CC(N/C(C1=CC=CC=C1)=C/CC)=O.ClCCl,out of bag,26.0,297.15,0.314273174,c12c(CCCC2)c3c(OP(N4CCOCC4)Oc5ccc6c(CCCC6)c53)cc1,CC(N/C(C1=CC=CC=C1)=C/CC)=O,ClCCl
R405,L3'-2-S71,CC1=C(OC)C(C)=CC(P(C2CCCCC2)C3CCCCC3)=C1C4=C(C)C(OC)=C(C)C=C4P(C5CCCCC5)C6CCCCC6.CC(N/C(C(O)=O)=C\C1=CC=CC=C1)=O.CO,out of bag,79.0,303.15,1.29090725,CC1=C(OC)C(C)=CC(P(C2CCCCC2)C3CCCCC3)=C1C4=C(C)C(OC)=C(C)C=C4P(C5CCCCC5)C6CCCCC6,CC(N/C(C(O)=O)=C\C1=CC=CC=C1)=O,CO
R406,L3'-3-S71,CC1=C(OC)C(C)=CC(P(C2=CC=CC=C2)C3=CC=CC=C3)=C1C4=C(C)C(OC)=C(C)C=C4P(C5CCCCC5)C6CCCCC6.CC(N/C(C(O)=O)=C\C1=CC=CC=C1)=O.CO,out of bag,61.0,303.15,0.854139126,CC1=C(OC)C(C)=CC(P(C2=CC=CC=C2)C3=CC=CC=C3)=C1C4=C(C)C(OC)=C(C)C=C4P(C5CCCCC5)C6CCCCC6,CC(N/C(C(O)=O)=C\C1=CC=CC=C1)=O,CO
R407,L3'-2-S191,CC1=C(OC)C(C)=CC(P(C2CCCCC2)C3CCCCC3)=C1C4=C(C)C(OC)=C(C)C=C4P(C5CCCCC5)C6CCCCC6.C=C(CC(O)=O)C(O)=O.CO,out of bag,80.0,303.15,1.323655619,CC1=C(OC)C(C)=CC(P(C2CCCCC2)C3CCCCC3)=C1C4=C(C)C(OC)=C(C)C=C4P(C5CCCCC5)C6CCCCC6,C=C(CC(O)=O)C(O)=O,CO
R408,L3'-3-S191,CC1=C(OC)C(C)=CC(P(C2=CC=CC=C2)C3=CC=CC=C3)=C1C4=C(C)C(OC)=C(C)C=C4P(C5CCCCC5)C6CCCCC6.C=C(CC(O)=O)C(O)=O.CO,out of bag,71.0,303.15,1.068917504,CC1=C(OC)C(C)=CC(P(C2=CC=CC=C2)C3=CC=CC=C3)=C1C4=C(C)C(OC)=C(C)C=C4P(C5CCCCC5)C6CCCCC6,C=C(CC(O)=O)C(O)=O,CO
R409,L3'-1-S192,CC1=C(OC)C(C)=CC(P(C2=CC=CC=C2)C3=CC=CC=C3)=C1C4=C(C)C(OC)=C(C)C=C4P(C5=CC=CC=C5)C6=CC=CC=C6.O=C(/C(CC(O)=O)=C/C1=CC=C(OCO2)C2=C1)OC.CO,out of bag,56.0,303.15,0.762464804,CC1=C(OC)C(C)=CC(P(C2=CC=CC=C2)C3=CC=CC=C3)=C1C4=C(C)C(OC)=C(C)C=C4P(C5=CC=CC=C5)C6=CC=CC=C6,O=C(/C(CC(O)=O)=C/C1=CC=C(OCO2)C2=C1)OC,CO
R410,L3'-2-S192,CC1=C(OC)C(C)=CC(P(C2CCCCC2)C3CCCCC3)=C1C4=C(C)C(OC)=C(C)C=C4P(C5CCCCC5)C6CCCCC6.O=C(/C(CC(O)=O)=C/C1=CC=C(OCO2)C2=C1)OC.CO,out of bag,73.0,303.15,1.118970911,CC1=C(OC)C(C)=CC(P(C2CCCCC2)C3CCCCC3)=C1C4=C(C)C(OC)=C(C)C=C4P(C5CCCCC5)C6CCCCC6,O=C(/C(CC(O)=O)=C/C1=CC=C(OCO2)C2=C1)OC,CO
R411,L3'-3-S192,CC1=C(OC)C(C)=CC(P(C2=CC=CC=C2)C3=CC=CC=C3)=C1C4=C(C)C(OC)=C(C)C=C4P(C5CCCCC5)C6CCCCC6.O=C(/C(CC(O)=O)=C/C1=CC=C(OCO2)C2=C1)OC.CO,out of bag,59.0,303.15,0.816481399,CC1=C(OC)C(C)=CC(P(C2=CC=CC=C2)C3=CC=CC=C3)=C1C4=C(C)C(OC)=C(C)C=C4P(C5CCCCC5)C6CCCCC6,O=C(/C(CC(O)=O)=C/C1=CC=C(OCO2)C2=C1)OC,CO
